Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
Germany,2022,Ransomware,IT,6.98,275294,Hacker Group,Unpatched Software,VPN,14
China,2019,Ransomware,Healthcare,7.18,249697,Nation-state,Unpatched Software,Encryption,11
India,2015,Phishing,Banking,4.03,183974,Hacker Group,Unpatched Software,Firewall,13
Australia,2016,Malware,Banking,13.88,340239,Hacker Group,Social Engineering,VPN,20
India,2017,SQL Injection,Banking,6.96,169339,Unknown,Social Engineering,Antivirus,11
Brazil,2023,Ransomware,Retail,12.55,374655,Unknown,Social Engineering,Antivirus,43
France,2024,SQL Injection,IT,10.13,541968,Unknown,Zero-day,Encryption,14
USA,2018,Phishing,Healthcare,10.92,342021,Nation-state,Unpatched Software,Encryption,25
UK,2023,Ransomware,Education,3.93,166103,Hacker Group,Social Engineering,Encryption,16
Japan,2022,SQL Injection,Banking,12.5,438785,Insider,Social Engineering,Antivirus,34
USA,2015,SQL Injection,Banking,4.49,190650,Hacker Group,Social Engineering,VPN,1
India,2016,Phishing,IT,32.35,735603,Unknown,Unpatched Software,VPN,48
Germany,2022,Ransomware,IT,7.33,241872,Unknown,Unpatched Software,AI-based Detection,9
France,2021,Phishing,Government,9.87,203467,Nation-state,Social Engineering,Firewall,20
China,2020,Phishing,IT,5.81,42761,Unknown,Social Engineering,VPN,14
India,2023,Phishing,IT,47.54,755262,Nation-state,Zero-day,VPN,69
USA,2022,Malware,IT,7.85,286310,Hacker Group,Social Engineering,Encryption,7
Germany,2022,SQL Injection,Government,29.78,255932,Insider,Social Engineering,VPN,28
India,2021,Ransomware,IT,8.54,15937,Nation-state,Unpatched Software,Encryption,3
UK,2015,Man-in-the-Middle,Education,29.19,455450,Hacker Group,Weak Passwords,Encryption,30
Germany,2024,Malware,Government,45.85,668346,Unknown,Social Engineering,Firewall,41
Germany,2019,Malware,Government,9.84,199652,Unknown,Unpatched Software,Encryption,3
France,2021,Malware,Retail,15.91,242040,Nation-state,Unpatched Software,VPN,29
Japan,2020,Ransomware,Banking,28.25,270913,Nation-state,Zero-day,Antivirus,37
Japan,2024,SQL Injection,IT,4.28,271051,Nation-state,Social Engineering,Firewall,18
China,2019,Phishing,Retail,6.7,60170,Hacker Group,Unpatched Software,Encryption,9
UK,2018,Malware,IT,9.84,242780,Nation-state,Unpatched Software,Antivirus,6
Brazil,2017,Phishing,Telecommunications,16.77,438439,Hacker Group,Social Engineering,AI-based Detection,21
UK,2016,Malware,Retail,9.36,171985,Hacker Group,Weak Passwords,Firewall,4
Japan,2019,DDoS,Healthcare,22.8,410851,Unknown,Social Engineering,Firewall,23
Brazil,2019,DDoS,Telecommunications,11.87,378281,Nation-state,Social Engineering,Encryption,16
Japan,2016,Phishing,IT,4.04,54132,Insider,Unpatched Software,Encryption,10
India,2017,Malware,Retail,44.95,760556,Unknown,Zero-day,Firewall,70
UK,2019,SQL Injection,Retail,19.69,494897,Insider,Unpatched Software,AI-based Detection,24
USA,2018,Malware,Retail,66.21,881650,Nation-state,Social Engineering,Encryption,27
France,2024,Ransomware,IT,4.43,141136,Hacker Group,Zero-day,AI-based Detection,6
China,2015,DDoS,Healthcare,19.33,514448,Hacker Group,Zero-day,Firewall,14
Australia,2024,Ransomware,Banking,0.99,48340,Nation-state,Unpatched Software,Antivirus,7
UK,2018,DDoS,Retail,1.71,279319,Unknown,Social Engineering,Antivirus,11
Brazil,2017,SQL Injection,IT,5.1,164566,Nation-state,Social Engineering,Firewall,1
Brazil,2024,DDoS,Government,13.04,261050,Hacker Group,Weak Passwords,VPN,19
France,2015,SQL Injection,IT,72.03,864007,Unknown,Unpatched Software,Antivirus,51
India,2020,Phishing,Retail,5.22,132097,Hacker Group,Zero-day,Firewall,15
USA,2016,SQL Injection,Healthcare,4.01,72003,Unknown,Zero-day,Firewall,14
UK,2024,SQL Injection,Retail,6.52,276551,Nation-state,Social Engineering,VPN,10
India,2018,SQL Injection,Education,9.78,226214,Insider,Social Engineering,Encryption,13
India,2023,Phishing,Education,36.48,634875,Nation-state,Weak Passwords,Firewall,58
Brazil,2016,Phishing,Retail,12.63,261457,Hacker Group,Zero-day,Antivirus,26
Germany,2021,Malware,Healthcare,1.47,153130,Hacker Group,Weak Passwords,Encryption,14
Australia,2016,Malware,IT,11.79,297737,Nation-state,Social Engineering,Firewall,38
Russia,2020,Ransomware,Healthcare,5.79,67160,Nation-state,Social Engineering,AI-based Detection,7
India,2020,DDoS,IT,44.97,963954,Nation-state,Zero-day,Antivirus,52
USA,2015,SQL Injection,Telecommunications,5.84,137003,Unknown,Weak Passwords,Encryption,10
Germany,2023,Man-in-the-Middle,Banking,88.38,742618,Hacker Group,Weak Passwords,Encryption,24
France,2022,Ransomware,Banking,2.72,208394,Hacker Group,Social Engineering,VPN,21
Germany,2022,Phishing,Government,6.33,194089,Nation-state,Weak Passwords,Firewall,19
China,2023,Malware,Education,19.85,576137,Hacker Group,Social Engineering,AI-based Detection,23
China,2020,Phishing,Banking,1.05,231495,Unknown,Weak Passwords,Firewall,6
Russia,2019,Malware,IT,22.35,396816,Unknown,Social Engineering,Firewall,21
Brazil,2022,SQL Injection,IT,70.39,851100,Insider,Social Engineering,VPN,30
Japan,2018,Man-in-the-Middle,Healthcare,15.33,349531,Nation-state,Unpatched Software,Firewall,36
Germany,2019,DDoS,IT,1.62,77290,Hacker Group,Weak Passwords,Firewall,22
Russia,2023,DDoS,Banking,9.45,110622,Unknown,Social Engineering,Antivirus,23
UK,2021,Malware,Retail,18.92,527282,Unknown,Unpatched Software,VPN,25
China,2018,Phishing,Healthcare,95.37,924294,Insider,Social Engineering,VPN,67
USA,2023,DDoS,Banking,11.62,279809,Hacker Group,Unpatched Software,Firewall,12
Russia,2018,Man-in-the-Middle,Banking,1.99,106770,Unknown,Social Engineering,Encryption,2
India,2017,Ransomware,Government,19.06,334990,Unknown,Zero-day,Firewall,43
USA,2018,SQL Injection,Healthcare,14.15,214219,Nation-state,Weak Passwords,VPN,41
UK,2016,DDoS,Telecommunications,6.19,141336,Insider,Unpatched Software,VPN,3
France,2022,Ransomware,Healthcare,8.2,212967,Unknown,Unpatched Software,Encryption,17
Germany,2023,Malware,Healthcare,39.68,557948,Nation-state,Weak Passwords,VPN,64
Germany,2023,DDoS,Government,13.62,228202,Nation-state,Unpatched Software,Antivirus,48
USA,2018,DDoS,Telecommunications,1.23,221106,Unknown,Zero-day,Firewall,15
UK,2021,DDoS,Banking,2.97,204407,Hacker Group,Weak Passwords,Encryption,13
USA,2018,Phishing,Government,15.86,550570,Hacker Group,Zero-day,Antivirus,42
Brazil,2021,Phishing,Banking,10.2,227378,Hacker Group,Social Engineering,Firewall,41
France,2021,Ransomware,Telecommunications,12.12,477214,Unknown,Unpatched Software,Firewall,25
Germany,2019,DDoS,IT,17.94,467032,Nation-state,Weak Passwords,Antivirus,19
India,2019,DDoS,Government,2.44,202663,Unknown,Weak Passwords,Antivirus,21
Germany,2015,Man-in-the-Middle,Education,47.86,896280,Nation-state,Social Engineering,AI-based Detection,68
India,2021,Phishing,Government,30.05,912793,Nation-state,Zero-day,VPN,41
Russia,2021,Man-in-the-Middle,Healthcare,3.48,116113,Unknown,Social Engineering,AI-based Detection,16
USA,2020,Phishing,Banking,33.65,580134,Hacker Group,Weak Passwords,Firewall,49
Russia,2016,DDoS,Government,10.06,477812,Unknown,Unpatched Software,VPN,20
USA,2017,Malware,Healthcare,3.99,253887,Nation-state,Social Engineering,AI-based Detection,18
USA,2020,Phishing,Healthcare,15.98,480893,Unknown,Weak Passwords,VPN,47
Germany,2017,SQL Injection,Government,20.82,218339,Hacker Group,Social Engineering,Encryption,13
Japan,2024,DDoS,Telecommunications,31.32,966660,Unknown,Social Engineering,AI-based Detection,52
Russia,2016,DDoS,Healthcare,11.5,437266,Hacker Group,Social Engineering,Firewall,44
France,2020,Ransomware,Education,17.23,566643,Nation-state,Weak Passwords,AI-based Detection,48
Russia,2019,Malware,IT,77.09,561674,Hacker Group,Weak Passwords,Antivirus,47
China,2015,Ransomware,Retail,12.06,590685,Nation-state,Unpatched Software,Firewall,41
Japan,2016,Phishing,IT,10.6,430981,Nation-state,Zero-day,Firewall,46
India,2020,Ransomware,Telecommunications,11.92,346635,Nation-state,Weak Passwords,Encryption,12
Japan,2024,Phishing,Telecommunications,69.05,989493,Insider,Social Engineering,AI-based Detection,25
China,2020,Phishing,Healthcare,15.96,350925,Nation-state,Social Engineering,Encryption,37
USA,2018,Ransomware,Banking,7.99,220334,Nation-state,Weak Passwords,Antivirus,10
Japan,2017,Phishing,Telecommunications,40.75,544337,Nation-state,Social Engineering,Firewall,42
France,2015,Ransomware,Healthcare,9.68,10674,Insider,Social Engineering,Encryption,17
Germany,2016,Malware,Education,4.39,81227,Hacker Group,Unpatched Software,Firewall,15
Japan,2024,DDoS,Retail,34.06,644844,Unknown,Zero-day,Firewall,32
Australia,2022,Man-in-the-Middle,Government,4.12,9992,Unknown,Weak Passwords,Encryption,17
Australia,2016,SQL Injection,Telecommunications,1.35,243763,Unknown,Social Engineering,AI-based Detection,24
Brazil,2019,DDoS,Telecommunications,4.27,119865,Hacker Group,Zero-day,VPN,4
USA,2015,Phishing,Retail,4.42,41057,Unknown,Social Engineering,Firewall,13
China,2024,Ransomware,Education,23.05,260534,Unknown,Social Engineering,AI-based Detection,32
UK,2018,Ransomware,Banking,9.53,126287,Nation-state,Weak Passwords,Firewall,18
India,2016,Ransomware,Education,8.07,176485,Hacker Group,Weak Passwords,Encryption,4
Australia,2022,DDoS,Government,15.87,491449,Hacker Group,Unpatched Software,Firewall,30
China,2022,SQL Injection,IT,19.11,303053,Hacker Group,Weak Passwords,AI-based Detection,24
China,2021,Ransomware,Retail,1.83,88137,Hacker Group,Unpatched Software,Firewall,21
Germany,2024,Man-in-the-Middle,Government,11.57,322424,Unknown,Social Engineering,Antivirus,29
France,2020,Ransomware,Education,16.68,208593,Unknown,Unpatched Software,Encryption,48
France,2019,Phishing,IT,11.07,519838,Unknown,Zero-day,Firewall,18
Japan,2021,DDoS,IT,6.93,86159,Nation-state,Unpatched Software,Firewall,23
Germany,2015,Malware,IT,7.25,30824,Hacker Group,Social Engineering,VPN,13
India,2015,DDoS,Government,4.47,111969,Hacker Group,Weak Passwords,Antivirus,21
India,2022,SQL Injection,Banking,15.84,291250,Unknown,Social Engineering,Antivirus,15
France,2018,Phishing,Education,7.59,272069,Insider,Zero-day,Firewall,6
Australia,2019,Ransomware,Government,14.93,382187,Unknown,Social Engineering,Firewall,21
India,2018,DDoS,Telecommunications,12.4,293828,Nation-state,Unpatched Software,AI-based Detection,22
USA,2024,SQL Injection,Government,13.24,316600,Unknown,Unpatched Software,Antivirus,47
Japan,2022,Phishing,Banking,9.52,13782,Unknown,Social Engineering,Antivirus,11
Japan,2016,Man-in-the-Middle,Education,10.4,379682,Unknown,Social Engineering,Antivirus,29
India,2022,Malware,IT,5.05,252423,Unknown,Unpatched Software,Encryption,15
Russia,2024,Ransomware,Education,3.12,277128,Nation-state,Social Engineering,AI-based Detection,1
Russia,2017,SQL Injection,Banking,9.05,214646,Unknown,Weak Passwords,VPN,19
France,2016,Phishing,Education,8.85,184169,Nation-state,Unpatched Software,AI-based Detection,17
Japan,2024,SQL Injection,Healthcare,19.9,219143,Hacker Group,Unpatched Software,Firewall,18
India,2019,SQL Injection,Healthcare,3.63,151875,Hacker Group,Weak Passwords,Encryption,10
China,2017,SQL Injection,Telecommunications,14.04,415539,Hacker Group,Zero-day,Firewall,45
UK,2016,Phishing,Healthcare,15.06,395602,Hacker Group,Social Engineering,Encryption,15
Brazil,2024,Malware,Healthcare,9.18,254819,Hacker Group,Social Engineering,Antivirus,7
France,2022,Ransomware,Retail,40.55,716980,Nation-state,Social Engineering,Encryption,41
Australia,2024,Man-in-the-Middle,Retail,17.08,329202,Nation-state,Zero-day,Firewall,22
UK,2016,DDoS,Banking,10.04,223551,Insider,Unpatched Software,Firewall,32
UK,2021,Man-in-the-Middle,Education,13.0,594831,Hacker Group,Social Engineering,Encryption,21
India,2017,DDoS,Government,30.15,823211,Hacker Group,Social Engineering,VPN,38
Germany,2021,Malware,IT,14.6,329332,Nation-state,Unpatched Software,AI-based Detection,21
Russia,2019,Man-in-the-Middle,Retail,6.47,104679,Nation-state,Weak Passwords,VPN,13
UK,2023,Phishing,Telecommunications,1.49,85276,Nation-state,Weak Passwords,Encryption,22
Germany,2015,DDoS,IT,10.31,464419,Hacker Group,Weak Passwords,Firewall,38
India,2021,Man-in-the-Middle,Retail,6.93,224063,Nation-state,Social Engineering,VPN,12
China,2020,DDoS,Banking,6.0,47295,Hacker Group,Social Engineering,Encryption,8
Japan,2021,DDoS,IT,4.97,226615,Hacker Group,Social Engineering,Encryption,23
USA,2018,DDoS,Government,6.94,190082,Hacker Group,Unpatched Software,AI-based Detection,23
India,2017,Ransomware,Telecommunications,7.71,244611,Insider,Weak Passwords,Antivirus,14
USA,2024,Malware,Banking,13.85,585292,Hacker Group,Weak Passwords,Encryption,30
USA,2018,Man-in-the-Middle,Education,78.84,697000,Hacker Group,Social Engineering,Antivirus,43
Russia,2022,Phishing,IT,7.74,110963,Unknown,Unpatched Software,Firewall,14
Brazil,2016,Malware,Healthcare,6.47,108038,Unknown,Unpatched Software,Encryption,3
Australia,2024,Phishing,Retail,28.75,276801,Hacker Group,Unpatched Software,AI-based Detection,41
China,2017,DDoS,Telecommunications,14.83,406192,Unknown,Weak Passwords,VPN,26
Russia,2015,DDoS,IT,15.59,374238,Hacker Group,Social Engineering,Firewall,39
France,2023,Phishing,Banking,29.69,332227,Insider,Unpatched Software,AI-based Detection,25
Germany,2022,Man-in-the-Middle,Banking,1.48,136358,Hacker Group,Unpatched Software,Firewall,24
India,2020,Ransomware,Retail,5.93,92262,Insider,Social Engineering,Encryption,7
UK,2020,Phishing,Banking,2.19,4834,Unknown,Unpatched Software,Antivirus,19
France,2022,Ransomware,Education,22.07,565665,Hacker Group,Zero-day,Antivirus,48
Russia,2019,Phishing,Government,53.67,719193,Insider,Social Engineering,Firewall,34
Germany,2019,Ransomware,Retail,11.0,242643,Insider,Unpatched Software,Antivirus,36
UK,2022,DDoS,Banking,5.69,290083,Nation-state,Social Engineering,AI-based Detection,14
Russia,2017,SQL Injection,Retail,31.84,994230,Insider,Weak Passwords,Firewall,34
Australia,2016,Malware,Retail,11.88,377000,Nation-state,Unpatched Software,Encryption,46
Japan,2023,Malware,Healthcare,5.19,264153,Hacker Group,Zero-day,Antivirus,10
USA,2020,Phishing,IT,1.97,135196,Insider,Social Engineering,Firewall,23
India,2020,SQL Injection,Healthcare,1.52,2048,Hacker Group,Unpatched Software,Encryption,6
Japan,2020,Malware,Banking,5.63,116826,Unknown,Unpatched Software,VPN,13
UK,2016,Ransomware,Government,12.04,558539,Unknown,Weak Passwords,Antivirus,15
Australia,2015,Phishing,Retail,6.97,275854,Insider,Weak Passwords,Antivirus,15
UK,2021,SQL Injection,Retail,3.68,155944,Hacker Group,Weak Passwords,Antivirus,12
UK,2024,Ransomware,Banking,7.27,44488,Nation-state,Zero-day,VPN,11
China,2022,SQL Injection,Healthcare,7.6,149317,Insider,Weak Passwords,Firewall,2
Germany,2023,Man-in-the-Middle,Retail,13.92,230098,Hacker Group,Weak Passwords,VPN,30
Brazil,2017,Phishing,Retail,9.76,197691,Hacker Group,Social Engineering,Antivirus,7
UK,2019,Malware,Retail,8.36,90315,Nation-state,Social Engineering,Firewall,11
China,2019,SQL Injection,Telecommunications,13.77,222358,Nation-state,Unpatched Software,Firewall,41
Brazil,2024,Malware,Banking,14.48,457286,Hacker Group,Unpatched Software,Firewall,24
Brazil,2015,DDoS,IT,14.88,568274,Insider,Unpatched Software,Antivirus,40
USA,2020,Phishing,Government,5.3,297666,Nation-state,Zero-day,VPN,4
India,2021,Phishing,IT,1.56,295772,Nation-state,Social Engineering,Encryption,11
Russia,2018,Man-in-the-Middle,Banking,2.83,101126,Hacker Group,Weak Passwords,Antivirus,3
UK,2019,Malware,Retail,18.11,351342,Hacker Group,Weak Passwords,Antivirus,29
Russia,2017,Man-in-the-Middle,Retail,0.55,252913,Nation-state,Unpatched Software,Encryption,3
France,2015,DDoS,Banking,13.18,475214,Nation-state,Social Engineering,VPN,14
Germany,2020,Man-in-the-Middle,Education,5.93,33477,Nation-state,Social Engineering,Firewall,23
Brazil,2020,Phishing,Banking,44.11,884321,Nation-state,Weak Passwords,Antivirus,24
Brazil,2015,Malware,Education,18.25,523109,Hacker Group,Weak Passwords,Antivirus,18
Germany,2018,DDoS,IT,93.76,877554,Hacker Group,Weak Passwords,VPN,68
France,2022,Ransomware,Retail,18.31,508889,Nation-state,Weak Passwords,AI-based Detection,32
China,2023,Malware,Government,9.26,182902,Hacker Group,Weak Passwords,VPN,19
China,2023,Man-in-the-Middle,IT,12.72,438547,Unknown,Weak Passwords,Antivirus,44
UK,2021,Ransomware,IT,19.57,562329,Hacker Group,Unpatched Software,Firewall,30
France,2022,Malware,Banking,16.43,246581,Nation-state,Social Engineering,Antivirus,40
France,2023,Man-in-the-Middle,Banking,2.22,161256,Nation-state,Zero-day,Antivirus,9
UK,2018,Man-in-the-Middle,Telecommunications,10.29,576779,Unknown,Unpatched Software,Antivirus,35
India,2017,DDoS,Telecommunications,8.69,129253,Insider,Social Engineering,Firewall,20
China,2022,Phishing,Retail,11.98,447920,Unknown,Weak Passwords,Encryption,13
USA,2022,Phishing,Retail,73.13,632362,Hacker Group,Weak Passwords,Encryption,66
Australia,2018,Phishing,Education,10.85,587519,Insider,Social Engineering,Firewall,31
Brazil,2016,DDoS,Education,20.28,531907,Hacker Group,Zero-day,Antivirus,13
Japan,2023,Phishing,Banking,1.65,192351,Unknown,Social Engineering,Firewall,14
Germany,2015,Phishing,Retail,11.27,233982,Nation-state,Zero-day,Antivirus,41
France,2018,Phishing,Telecommunications,15.08,280546,Unknown,Zero-day,Encryption,15
France,2017,DDoS,IT,19.37,228993,Unknown,Zero-day,Antivirus,23
India,2024,Man-in-the-Middle,Banking,12.75,218234,Nation-state,Unpatched Software,Encryption,15
Brazil,2022,Ransomware,Banking,9.41,15262,Hacker Group,Social Engineering,Encryption,8
Germany,2020,Malware,Healthcare,11.55,590755,Insider,Zero-day,AI-based Detection,17
China,2020,Phishing,Retail,2.34,90931,Insider,Social Engineering,VPN,3
Russia,2016,DDoS,Government,18.22,311468,Insider,Unpatched Software,AI-based Detection,21
Germany,2016,DDoS,Banking,3.1,255241,Hacker Group,Social Engineering,VPN,8
France,2016,Phishing,Banking,1.82,202782,Hacker Group,Unpatched Software,Firewall,15
USA,2018,Phishing,Banking,1.64,213706,Hacker Group,Weak Passwords,AI-based Detection,17
USA,2020,DDoS,Healthcare,45.79,855413,Unknown,Unpatched Software,VPN,56
Russia,2019,Man-in-the-Middle,Telecommunications,23.35,285908,Hacker Group,Weak Passwords,VPN,44
Japan,2022,Phishing,IT,99.47,535381,Hacker Group,Unpatched Software,Encryption,26
Russia,2024,Malware,Healthcare,5.62,67179,Insider,Unpatched Software,Encryption,18
Brazil,2021,DDoS,Education,16.65,585871,Unknown,Social Engineering,VPN,29
USA,2022,Man-in-the-Middle,Banking,19.1,319709,Unknown,Zero-day,VPN,46
Japan,2018,Phishing,Telecommunications,1.55,143607,Unknown,Social Engineering,AI-based Detection,11
China,2016,Phishing,IT,5.43,277667,Nation-state,Social Engineering,Firewall,11
Russia,2023,Man-in-the-Middle,Education,1.22,137877,Insider,Zero-day,AI-based Detection,18
China,2024,SQL Injection,Education,6.88,253180,Nation-state,Social Engineering,Firewall,18
Brazil,2024,Malware,Education,21.66,246600,Unknown,Weak Passwords,Encryption,31
Japan,2020,Ransomware,Banking,4.49,73352,Hacker Group,Weak Passwords,AI-based Detection,8
